,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
alphas[2480],0.30650820043358423,0.006712731276838265,0.20559746668498177,0.012161342275024509,0.14501508712967273,0.27804451638043853,0.43560564959505055,0.7755387290510428,938.0737738609821,1.000738310218978
alphas[2481],0.4504149295107977,0.004317507570438853,0.13828411854177344,0.19220767603559474,0.3553436473566124,0.45020742990071105,0.5379182503847776,0.7422351749922302,1025.8370869064468,0.9998128791764562
alphas[2482],0.5890269109276977,0.004965250226735365,0.16607060186859424,0.28225587191225154,0.47703745981864343,0.5856046693281021,0.6903077116073597,0.9327481568346518,1118.673214415332,1.0015797900509265
alphas[2483],0.4064051264526485,0.006314661209863403,0.17345124737853032,0.07981629731963638,0.28410412516517863,0.40077827421625856,0.5209716484003679,0.7796507677747072,754.4921833819012,1.000986347595081
alphas[2484],0.4485996782939413,0.004615573357387368,0.15842781187650587,0.15016525934038083,0.34143949051055533,0.44874495377909834,0.5536242201199665,0.7823903320650039,1178.1796913710039,1.0010850570103567
alphas[2485],0.3369286201368585,0.005314846300041519,0.1490363682499874,0.06791451847884375,0.23450231426654006,0.3239038992808882,0.43687760005756504,0.6545330783112226,786.3268379003944,0.9994997914782751
alphas[2486],0.40093789838051125,0.005109830123662957,0.1567224018071068,0.11838850139947647,0.28936935581378564,0.401920031824723,0.5048134236315431,0.7069562866621271,940.6958604304068,1.0000170692512353
alphas[2487],0.49727930116418545,0.005319023459795949,0.151678623677656,0.22047500553383945,0.39280787327421623,0.4913037831869119,0.5942319409894318,0.7975954420864976,813.1767386129185,0.9989321041334831
alphas[2488],0.6265738116924456,0.004021095436773763,0.15826130069289815,0.3392707586386441,0.5166655535378792,0.6216544965389199,0.7256556653026636,0.9689141782053435,1549.0331069064314,0.9994057764526662
alphas[2489],0.4207932805460006,0.006107989044847265,0.15207157271730054,0.1237907054283349,0.317258300131086,0.4170606891201698,0.5232816847233164,0.7326136608805217,619.8685123917833,1.0010451458007605
alphas[2490],0.5198297226851509,0.004148298838679766,0.14587447290817307,0.2531586604737198,0.4194125984318078,0.5129914140095733,0.6181280424040811,0.8126978753894134,1236.56949818714,0.9991312280550786
alphas[2491],0.5414594071897948,0.004415969293513842,0.1451145499150727,0.27992113001878205,0.4395744679209469,0.5367641787937624,0.6321320213286075,0.850169196970308,1079.8659034325929,1.001298550763378
alphas[2492],0.5969976698416773,0.004433831931804455,0.16387968935134528,0.3072020034789943,0.4791221882942662,0.5948285520352996,0.6983645258519515,0.9649034163991659,1366.1293143278708,0.9996764104855138
alphas[2493],0.6758736403845553,0.00481161493902858,0.15295228406993974,0.4064606743383671,0.568928547864989,0.6655465889393358,0.7676545975961783,1.00091630191842,1010.4857754495616,0.9993372290353257
alphas[2494],0.5974553022031733,0.005063342012339131,0.16966016093874603,0.2970360543312454,0.48162601104178615,0.5886490685077981,0.7005785626396362,0.9658511007875783,1122.7555799992906,0.999303514547594
alphas[2495],0.6276961362988844,0.003651449266184177,0.12337563256537507,0.39595597587940495,0.5392324309828294,0.6228494599373573,0.710111033041132,0.8750508176320588,1141.6375451465085,0.999052324283733
alphas[2496],0.7301075140667955,0.004935688913840516,0.1375475100516708,0.48945563714432205,0.6362333693354209,0.7232681365910126,0.8145560308876937,1.0193999267054876,776.6223908606142,0.9999677606208925
alphas[2497],0.3993302815287149,0.0083064838020389,0.19271020800368271,0.03810086182891836,0.26799521279148314,0.39810943804095544,0.5224971600222489,0.7912611597291039,538.2387922877394,0.9987241485323802
alphas[2498],0.2933368123373341,0.006635863945763142,0.18321035237628425,0.01715266115002015,0.1490564185251754,0.2770004465867787,0.4053337381379391,0.6967013350000135,762.2634105990511,1.001924943979554
alphas[2499],0.29352244366472907,0.0062139976015795,0.16381431047595396,0.025060670564895766,0.17034265661843867,0.278664567945345,0.40435445159893885,0.6266265065703582,694.9627286542459,0.9994782764579617
alphas[2500],0.3401729718024849,0.004325853830030856,0.1505893733266141,0.06709141550221885,0.2330282624548325,0.32629686539796265,0.4446518792796517,0.6497416657500404,1211.8391275515958,0.9995524944400312
alphas[2501],0.3861622071160247,0.004331742292781653,0.14145844041860375,0.12080461640853635,0.2850716628840583,0.38965534081398145,0.4825993596799176,0.6808260380704877,1066.430380149634,0.9999582982083369
alphas[2502],0.39392925548443025,0.0047507448564642766,0.1630553521526926,0.10113802925639809,0.2684162165360856,0.3915255569888195,0.5033661568113464,0.7291878543464105,1178.0038336288055,0.9988672471228872
alphas[2503],0.38175020675960575,0.007233499285333912,0.1787522614783818,0.060305971966606566,0.25559921205978325,0.3817618577130769,0.49725787872988914,0.7534535427644576,610.6694641986269,0.9998685700206003
alphas[2504],0.32484105102321176,0.007650399712727543,0.1624712425832524,0.02866485748594688,0.21183848307301226,0.3182668509865054,0.43908607792292775,0.6518595325463377,451.0085250052351,1.001619676666804
alphas[2505],0.42435921238765045,0.005257769200216392,0.17387677542304864,0.09938783708722387,0.3022385895559695,0.414593575722658,0.5377537515716168,0.7809828614301013,1093.6544364637737,0.9996092126007682
alphas[2506],0.42357338026930164,0.00693981909391553,0.18386349717136374,0.09124628320229755,0.29497100636421153,0.418602057922316,0.5351190059191429,0.8315536052829176,701.9315022669689,0.999585349825022
alphas[2507],0.39537748438059955,0.004595795250364875,0.164148104552237,0.10063708714260962,0.27408207603868795,0.3880722269455972,0.5091284318046677,0.7266339986055201,1275.705419431679,0.9998399995396795
alphas[2508],0.29183702332912964,0.00802971975982672,0.17579272020982056,0.01977561903103691,0.15304303961909155,0.2780827846110604,0.4112243269889135,0.6704463128420739,479.2929002877067,1.001924846709448
alphas[2509],0.42212463784473575,0.007242796831673499,0.18589645267608376,0.05589826903780983,0.2993872401259234,0.4214009180971934,0.5421086755837597,0.802322708529334,658.7636075509384,0.9999614245032448
